set,cost,key,traits,health,attackDamage,damagePerSecond,attackRange,attackSpeed,armor,magicalResistance,skill.startingMana,skill.skillMana,skill.stats
3,"[3, 5, 7]",Neeko,"['StarGuardian', 'Protector']","[800, 1440, 2592]","[50, 90, 162]","[33, 59, 105]",2,0.65,35,20,75,150,"[200, 275, 550]"
3,"[1, 3, 5]",Poppy,"['StarGuardian', 'Vanguard']","[650, 1170, 2106]","[50, 90, 162]","[28, 50, 89]",1,0.55,40,20,60,100,"[100, 150, 200]"
3,"[2, 4, 6]",Rakan,"['Celestial', 'Protector']","[600, 1080, 1944.0000000000002]","[45, 81, 146]","[31, 57, 102]",2,0.7,35,20,50,100,"[175, 275, 400]"
3,"[3, 5, 7]",Rumble,"['MechPilot', 'Demolitionist']","[800, 1440, 2592]","[50, 90, 162]","[35, 63, 113]",1,0.7,35,20,0,60,"[350, 500, 1000]"
3,"[3, 5, 7]",Shaco,"['DarkStar', 'Infiltrator']","[650, 1170, 2106]","[70, 126, 227]","[56, 101, 182]",1,0.8,25,20,30,80,"[200, 225, 250]"
3,"[2, 4, 6]",Shen,"['Chrono', 'Blademaster']","[800, 1440, 2592]","[60, 108, 194]","[42, 76, 136]",1,0.7,35,20,100,150,"[2, 5, 3, 5]"
3,"[2, 4, 6]",Sona,"['Rebel', 'Mystic']","[550, 990, 1782.0000000000002]","[40, 72, 130]","[26, 47, 85]",3,0.65,20,20,0,40,"[2, 3, 4]"
3,"[4, 6, 8]",Soraka,"['StarGuardian', 'Mystic']","[700, 1260, 2268]","[45, 81, 146]","[34, 61, 110]",3,0.75,30,20,50,125,"[375, 550, 20000]"
3,"[3, 5, 7]",Syndra,"['StarGuardian', 'Sorcerer']","[600, 1080, 1944.0000000000002]","[45, 81, 146]","[31, 57, 102]",4,0.7,20,20,0,65,"[100, 150, 250]"
3,"[5, 7, 9]",Thresh,"['Chrono', 'ManaReaver']","[950, 1710, 3078]","[50, 90, 162]","[48, 86, 154]",2,0.95,35,20,50,85,"[25, 50, 200]"
3,"[1, 3, 5]",TwistedFate,"['Chrono', 'Sorcerer']","[500, 900, 1620]","[40, 72, 130]","[28, 50, 91]",3,0.7,20,20,0,75,"[200, 300, 450]"
3,"[4, 6, 8]",Velkoz,"['Void', 'Sorcerer']","[650, 1170, 2106]","[45, 81, 146]","[34, 61, 110]",4,0.75,20,20,0,70,"[450, 600, 2000]"
3,"[3, 5, 7]",Vi,"['Cybernetic', 'Brawler']","[750, 1350, 2430]","[60, 108, 194]","[39, 70, 126]",1,0.65,35,20,70,140,"[1, 400, 600, 1200]"
3,"[1, 3, 5]",Xayah,"['Celestial', 'Blademaster']","[500, 900, 1620]","[50, 90, 162]","[40, 72, 130]",3,0.8,20,20,0,70,"[100, 125, 150]"
3,"[5, 7, 9]",Xerath,"['DarkStar', 'Sorcerer']","[750, 1350, 2430]","[60, 108, 194]","[54, 97, 175]",5,0.9,20,20,30,80,"[300, 400, 2500]"
3,"[2, 4, 6]",XinZhao,"['Celestial', 'Protector']","[650, 1170, 2106]","[60, 108, 194]","[42, 76, 136]",1,0.7,35,20,0,60,"[200, 275, 375]"
3,"[2, 4, 6]",Yasuo,"['Rebel', 'Blademaster']","[700, 1260, 2268]","[50, 90, 162]","[38, 68, 122]",1,0.75,30,20,0,90,"[4, 5, 6]"
3,"[1, 3, 5]",Ziggs,"['Rebel', 'Demolitionist']","[500, 900, 1620]","[40, 72, 130]","[28, 50, 91]",3,0.7,20,20,0,40,"[300, 400, 550]"
3,"[1, 3, 5]",Zoe,"['StarGuardian', 'Sorcerer']","[500, 900, 1620]","[40, 72, 130]","[28, 50, 91]",3,0.7,20,20,70,100,"[200, 275, 400]"
4,"[4, 11, 35]",Aatrox,"['Cultist', 'Vanguard']","[900, 1620, 2916]","[60, 108, 194]","[39, 70, 126]",1,0.65,70,40,75,150,"[250, 450, 1250]"
4,"[4, 11, 35]",Ahri,"['Spirit', 'Mage']","[600, 1080, 1944.0000000000002]","[40, 72, 130]","[32, 58, 104]",4,0.8,20,20,0,75,"[500, 700, 3000]"
4,"[3, 8, 26]",Akali,"['Ninja', 'Assassin']","[650, 1170, 2106]","[55, 99, 178]","[47, 84, 151]",1,0.85,20,20,0,20,"[175, 250, 400]"
4,"[2, 5, 17]",Annie,"['Fortune', 'Mage']","[750, 1350, 2430]","[45, 81, 146]","[27, 49, 88]",2,0.6,40,40,0,65,"[250, 350, 450]"
4,"[2, 5, 17]",Aphelios,"['Moonlight', 'Hunter']","[500, 900, 1620]","[45, 81, 146]","[34, 61, 110]",4,0.75,20,20,50,80,"[7, 8, 9, 11]"
4,"[4, 11, 35]",Ashe,"['Elderwood', 'Hunter']","[600, 1080, 1944.0000000000002]","[80, 144, 259]","[60, 108, 194]",4,0.75,20,20,0,30,"[45, 65, 300]"
4,"[5, 14, 44]",Azir,"['Warlord', 'Keeper', 'Emperor']","[950, 1710, 3078]","[70, 126, 227]","[60, 107, 193]",4,0.85,30,20,75,150,"[200, 350, 8888]"
4,"[4, 11, 35]",Cassiopeia,"['Dusk', 'Mystic']","[750, 1350, 2430]","[55, 99, 178]","[33, 59, 107]",2,0.6,30,20,80,150,"[275, 400, 2000]"
4,"[1, 3, 9]",Diana,"['Moonlight', 'Assassin']","[500, 900, 1620]","[50, 90, 162]","[33, 59, 105]",1,0.65,30,20,0,70,"[4, 5, 6, 8]"
4,"[1, 3, 9]",Elise,"['Cultist', 'Keeper']","[600, 1080, 1944.0000000000002]","[45, 81, 146]","[29, 53, 95]",2,0.65,30,20,0,75,"[35, 40, 45]"
4,"[3, 8, 26]",Evelynn,"['Cultist', 'Shade']","[600, 1080, 1944.0000000000002]","[70, 126, 227]","[49, 88, 159]",1,0.7,20,20,0,60,"[350, 600, 1500]"
4,"[5, 14, 44]",Ezreal,"['Elderwood', 'Dazzler']","[750, 1350, 2430]","[80, 144, 259]","[72, 130, 233]",4,0.9,20,20,90,150,"[250, 450, 9999]"
4,"[1, 3, 9]",Fiora,"['Enlightened', 'Duelist']","[600, 1080, 1944.0000000000002]","[45, 81, 146]","[34, 61, 110]",1,0.75,35,30,0,75,"[250, 400, 600]"
4,"[1, 3, 9]",Garen,"['Warlord', 'Vanguard']","[600, 1080, 1944.0000000000002]","[50, 90, 162]","[30, 54, 97]",1,0.6,50,35,0,100,"[450, 675, 1125]"
4,"[2, 5, 17]",Hecarim,"['Elderwood', 'Vanguard']","[750, 1350, 2430]","[55, 99, 178]","[30, 54, 98]",1,0.55,45,30,0,110,"[250, 400, 750]"
4,"[3, 8, 26]",Irelia,"['Divine', 'Enlightened', 'Adept']","[800, 1440, 2592]","[55, 99, 178]","[36, 64, 116]",1,0.65,40,40,50,100,"[200, 300, 600]"
4,"[2, 5, 17]",Janna,"['Enlightened', 'Mystic']","[550, 990, 1782.0000000000002]","[40, 72, 130]","[24, 43, 78]",4,0.6,20,20,30,60,"[2, 3, 4]"
4,"[2, 5, 17]",JarvanIV,"['Warlord', 'Keeper']","[600, 1080, 1944.0000000000002]","[60, 108, 194]","[36, 65, 116]",1,0.6,45,30,50,100,"[175, 250, 750]"
4,"[2, 5, 17]",Jax,"['Divine', 'Duelist']","[750, 1350, 2430]","[60, 108, 194]","[45, 81, 146]",1,0.75,40,30,60,110,"[150, 250, 450]"
4,"[4, 11, 35]",Jhin,"['Cultist', 'Sharpshooter']","[600, 1080, 1944.0000000000002]","[100, 180, 324]","[85, 153, 275]",4,0.85,20,20,0,0,"[444, 475, 1234]"
4,"[3, 8, 26]",Jinx,"['Fortune', 'Sharpshooter']","[650, 1170, 2106]","[75, 135, 243]","[56, 101, 182]",4,0.75,20,20,70,120,"[150, 250, 450]"
4,"[3, 8, 26]",Kalista,"['Cultist', 'Duelist']","[650, 1170, 2106]","[65, 117, 211]","[59, 105, 190]",3,0.9,20,20,0,0,"[4, 6, 9]"
4,"[3, 8, 26]",Katarina,"['Warlord', 'Fortune', 'Assassin']","[500, 900, 1620]","[65, 117, 211]","[42, 76, 137]",1,0.65,20,20,0,90,"[750, 900, 1600]"
4,"[5, 14, 44]",Kayn,"['Tormented', 'Shade']","[900, 1620, 2916]","[80, 144, 259]","[80, 144, 259]",1,1.0,40,40,0,50,"[375, 575, 6666]"
4,"[3, 8, 26]",Kennen,"['Ninja', 'Keeper']","[650, 1170, 2106]","[60, 108, 194]","[39, 70, 126]",2,0.65,30,30,50,125,"[300, 450, 1200]"
4,"[3, 8, 26]",Kindred,"['Spirit', 'Hunter']","[650, 1170, 2106]","[70, 126, 227]","[56, 101, 182]",3,0.8,20,20,0,35,"[450, 650, 1000]"
4,"[5, 14, 44]",LeeSin,"['Divine', 'Duelist']","[1000, 1800, 3240]","[60, 108, 194]","[51, 92, 165]",1,0.85,60,60,0,40,"[250, 450, 1000]"
4,"[5, 14, 44]",Lillia,"['Dusk', 'Mage']","[950, 1710, 3078]","[40, 72, 130]","[30, 54, 98]",2,0.75,50,80,80,120,"[3, 4, 8]"
4,"[1, 3, 9]",Lissandra,"['Moonlight', 'Dazzler']","[550, 990, 1782.0000000000002]","[40, 72, 130]","[24, 43, 78]",3,0.6,20,20,0,50,"[350, 450, 550, 750]"
4,"[2, 5, 17]",Lulu,"['Elderwood', 'Mage']","[500, 900, 1620]","[50, 90, 162]","[30, 54, 97]",3,0.6,20,20,80,150,"[400, 600, 950]"
4,"[3, 8, 26]",Lux,"['Divine', 'Dazzler']","[600, 1080, 1944.0000000000002]","[40, 72, 130]","[28, 50, 91]",4,0.7,20,20,40,100,"[300, 400, 700]"
4,"[1, 3, 9]",Maokai,"['Elderwood', 'Brawler']","[700, 1260, 2268]","[55, 99, 178]","[28, 50, 89]",1,0.5,40,30,0,75,"[225, 350, 550]"
4,"[1, 3, 9]",MonkeyKing,"['Divine', 'Vanguard']","[650, 1170, 2106]","[55, 99, 178]","[36, 64, 116]",1,0.65,40,30,0,50,"[250, 265, 280]"
4,"[4, 11, 35]",Morgana,"['Enlightened', 'Dazzler']","[850, 1530, 2754]","[50, 90, 162]","[35, 63, 113]",2,0.7,60,60,60,120,"[250, 400, 2000]"
4,"[1, 3, 9]",Nami,"['Enlightened', 'Mage']","[550, 990, 1782.0000000000002]","[40, 72, 130]","[26, 47, 85]",3,0.65,20,20,60,100,"[225, 325, 450]"
4,"[1, 3, 9]",Nidalee,"['Warlord', 'Sharpshooter']","[550, 990, 1782.0000000000002]","[45, 81, 146]","[31, 57, 102]",4,0.7,30,20,0,80,"[225, 350, 600]"
4,"[3, 8, 26]",Nunu,"['Elderwood', 'Brawler']","[750, 1350, 2430]","[65, 117, 211]","[36, 64, 116]",1,0.55,50,30,0,85,"[450, 650, 1800]"
4,"[2, 5, 17]",Pyke,"['Cultist', 'Assassin']","[700, 1260, 2268]","[50, 90, 162]","[30, 54, 97]",1,0.6,50,30,75,125,"[125, 200, 375]"
4,"[4, 11, 35]",Riven,"['Dusk', 'Keeper']","[800, 1440, 2592]","[70, 126, 227]","[53, 95, 170]",1,0.75,35,30,0,20,"[175, 250, 750]"
4,"[4, 11, 35]",Sejuani,"['Fortune', 'Vanguard']","[1000, 1800, 3240]","[45, 81, 146]","[25, 45, 80]",1,0.55,60,40,70,150,"[100, 200, 800]"
4,"[5, 14, 44]",Sett,"['TheBoss', 'Brawler']","[1100, 1980, 3564.0000000000005]","[60, 108, 194]","[45, 81, 146]",1,0.75,60,30,100,175,"[1, 40, 60, 400]"
4,"[4, 11, 35]",Shen,"['Ninja', 'Adept', 'Mystic']","[950, 1710, 3078]","[60, 108, 194]","[39, 70, 126]",1,0.65,60,40,50,100,"[500, 800, 4000]"
4,"[2, 5, 17]",Sylas,"['Moonlight', 'Brawler']","[700, 1260, 2268]","[70, 126, 227]","[42, 76, 136]",1,0.6,40,80,30,60,"[250, 400, 700, 1111]"
4,"[1, 3, 9]",TahmKench,"['Fortune', 'Brawler']","[700, 1260, 2268]","[85, 153, 275]","[43, 77, 138]",1,0.5,40,30,0,0,"[15, 25, 75]"
4,"[4, 11, 35]",Talon,"['Enlightened', 'Assassin']","[800, 1440, 2592]","[90, 162, 292]","[72, 130, 234]",1,0.8,30,20,0,40,"[240, 250, 275]"
4,"[2, 5, 17]",Teemo,"['Spirit', 'Sharpshooter']","[500, 900, 1620]","[55, 99, 178]","[39, 69, 125]",3,0.7,20,20,0,60,"[300, 400, 900]"
4,"[2, 5, 17]",Thresh,"['Dusk', 'Vanguard']","[700, 1260, 2268]","[60, 108, 194]","[33, 59, 107]",2,0.55,80,20,50,100,"[250, 450, 750]"
4,"[1, 3, 9]",TwistedFate,"['Cultist', 'Mage']","[550, 990, 1782.0000000000002]","[45, 81, 146]","[29, 53, 95]",3,0.65,20,20,0,70,"[250, 350, 475]"
4,"[1, 3, 9]",Vayne,"['Dusk', 'Sharpshooter']","[500, 900, 1620]","[40, 72, 130]","[36, 65, 117]",4,0.9,20,20,0,0,"[50, 90, 130]"
4,"[3, 8, 26]",Veigar,"['Elderwood', 'Mage']","[600, 1080, 1944.0000000000002]","[40, 72, 130]","[24, 43, 78]",3,0.6,20,20,0,55,"[450, 650, 900]"
4,"[2, 5, 17]",Vi,"['Warlord', 'Brawler']","[700, 1260, 2268]","[65, 117, 211]","[39, 70, 127]",1,0.6,40,30,0,50,"[250, 400, 800]"
4,"[4, 11, 35]",Warwick,"['Divine', 'Brawler', 'Hunter']","[950, 1710, 3078]","[85, 153, 275]","[68, 122, 220]",1,0.8,40,40,0,70,"[135, 150, 500]"
4,"[3, 8, 26]",XinZhao,"['Warlord', 'Duelist']","[700, 1260, 2268]","[65, 117, 211]","[55, 99, 179]",1,0.85,45,30,30,60,"[330, 340, 350]"
4,"[1, 3, 9]",Yasuo,"['Exile', 'Duelist']","[550, 990, 1782.0000000000002]","[50, 90, 162]","[35, 63, 113]",1,0.7,30,20,0,45,"[180, 200, 225]"
4,"[5, 14, 44]",Yone,"['Exile', 'Adept']","[950, 1710, 3078]","[80, 144, 259]","[76, 137, 246]",1,0.95,40,40,0,60,"[600, 1200, 9999]"
4,"[3, 8, 26]",Yuumi,"['Spirit', 'Mystic']","[650, 1170, 2106]","[40, 72, 130]","[24, 43, 78]",3,0.6,20,20,0,40,"[30, 45, 75]"
4,"[2, 5, 17]",Zed,"['Ninja', 'Shade']","[600, 1080, 1944.0000000000002]","[55, 99, 178]","[41, 74, 134]",1,0.75,20,20,0,0,"[25, 30, 35]"
4,"[5, 14, 44]",Zilean,"['Cultist', 'Mystic']","[750, 1350, 2430]","[45, 81, 146]","[34, 61, 110]",3,0.75,20,20,100,150,"[2, 3, 10]"
5,"[1, 3, 9]",Aatrox,"['Redeemed', 'Legionnaire']","[650, 1170, 2106]","[60, 108, 194]","[39, 70, 126]",1,0.65,30,30,0,70,"[260, 280, 360]"
5,"[4, 11, 35]",Aphelios,"['Nightbringer', 'Ranger']","[650, 1170, 2106]","[75, 135, 243]","[64, 115, 207]",4,0.85,25,25,0,90,"[140, 150, 180]"
5,"[3, 8, 26]",Ashe,"['Draconic', 'Verdant', 'Ranger']","[550, 990, 1782.0000000000002]","[65, 117, 211]","[49, 88, 158]",5,0.75,20,20,50,90,"[300, 450, 750]"
5,"[2, 5, 17]",Brand,"['Abomination', 'Spellweaver']","[600, 1080, 1944.0000000000002]","[45, 81, 146]","[29, 53, 95]",3,0.65,20,20,0,20,"[600, 900, 1500]"
5,"[5, 14, 44]",Darius,"['Nightbringer', 'Knight', 'GodKing']","[1050, 1890, 3402]","[90, 162, 292]","[68, 122, 219]",1,0.75,60,60,40,100,"[200, 225, 2000]"
5,"[4, 11, 35]",Diana,"['Dragonslayer', 'Nightbringer', 'Assassin']","[650, 1170, 2106]","[55, 99, 178]","[36, 64, 116]",1,0.65,40,40,80,160,"[250, 350, 1500]"
5,"[4, 11, 35]",Draven,"['Forgotten', 'Legionnaire']","[700, 1260, 2268]","[90, 162, 292]","[68, 122, 219]",3,0.75,30,30,0,40,"[170, 180, 340]"
5,"[5, 14, 44]",Garen,"['Dawnbringer', 'Knight', 'GodKing']","[1050, 1890, 3402]","[80, 144, 259]","[60, 108, 194]",1,0.75,60,60,40,100,"[20, 25, 200]"
5,"[1, 3, 9]",Gragas,"['Dawnbringer', 'Brawler']","[750, 1350, 2430]","[50, 90, 162]","[25, 45, 81]",1,0.5,40,40,40,70,"[175, 250, 400]"
5,"[2, 5, 17]",Hecarim,"['Forgotten', 'Cavalier']","[750, 1350, 2430]","[55, 99, 178]","[30, 54, 98]",1,0.55,45,45,40,90,"[250, 350, 500]"
5,"[5, 14, 44]",Heimerdinger,"['Draconic', 'Caretaker', 'Renewer']","[800, 1440, 2592]","[45, 81, 146]","[34, 61, 110]",4,0.75,30,30,0,140,"[500, 650, 7777]"
5,"[4, 11, 35]",Ivern,"['Revenant', 'Invoker', 'Renewer']","[950, 1710, 3078]","[40, 72, 130]","[30, 54, 98]",2,0.75,50,50,100,180,"[1500, 2400, 10000]"
5,"[4, 11, 35]",Jax,"['Ironclad', 'Skirmisher']","[900, 1620, 2916]","[80, 144, 259]","[72, 130, 233]",1,0.9,50,50,0,20,"[200, 220, 300]"
5,"[1, 3, 9]",Kalista,"['Abomination', 'Legionnaire']","[500, 900, 1620]","[60, 108, 194]","[45, 81, 146]",4,0.75,15,15,0,120,"[180, 200, 240]"
5,"[4, 11, 35]",Karma,"['Dawnbringer', 'Invoker']","[700, 1260, 2268]","[45, 81, 146]","[31, 57, 102]",4,0.7,25,25,0,50,"[225, 280, 700]"
5,"[3, 8, 26]",Katarina,"['Forgotten', 'Assassin']","[700, 1260, 2268]","[40, 72, 130]","[32, 58, 104]",1,0.8,30,30,0,20,"[180, 250, 420]"
5,"[5, 14, 44]",Kayle,"['Redeemed', 'Verdant', 'Legionnaire']","[650, 1170, 2106]","[75, 135, 243]","[83, 149, 267]",4,1.1,25,25,0,5,"[1, 90, 100, 1000]"
5,"[2, 5, 17]",Kennen,"['Hellion', 'Skirmisher']","[600, 1080, 1944.0000000000002]","[50, 90, 162]","[35, 63, 113]",2,0.7,30,30,60,125,"[150, 225, 350]"
5,"[1, 3, 9]",Khazix,"['Dawnbringer', 'Assassin']","[500, 900, 1620]","[55, 99, 178]","[39, 69, 125]",1,0.7,25,25,0,60,"[250, 350, 550]"
5,"[5, 14, 44]",Kindred,"['Eternal', 'Mystic', 'Ranger']","[750, 1350, 2430]","[60, 108, 194]","[45, 81, 146]",3,0.75,30,30,100,200,"[2, 5, 3, 10]"
5,"[1, 3, 9]",Kled,"['Hellion', 'Cavalier']","[400, 720, 1296]","[65, 117, 211]","[49, 88, 158]",1,0.75,30,30,0,0,"[70, 80, 100]"
5,"[2, 5, 17]",Leblanc,"['Coven', 'Assassin']","[600, 1080, 1944.0000000000002]","[55, 99, 178]","[41, 74, 134]",3,0.75,20,20,20,60,"[100, 150, 250]"
5,"[3, 8, 26]",LeeSin,"['Nightbringer', 'Skirmisher']","[850, 1530, 2754]","[60, 108, 194]","[45, 81, 146]",1,0.75,35,35,30,70,"[250, 350, 700]"
5,"[1, 3, 9]",Leona,"['Redeemed', 'Knight']","[700, 1260, 2268]","[80, 144, 259]","[44, 79, 142]",1,0.55,40,40,0,60,"[30, 60, 250]"
5,"[1, 3, 9]",Lissandra,"['Coven', 'Renewer']","[550, 990, 1782.0000000000002]","[40, 72, 130]","[26, 47, 85]",3,0.65,20,20,0,50,"[280, 330, 450]"
5,"[3, 8, 26]",Lulu,"['Hellion', 'Mystic']","[650, 1170, 2106]","[40, 72, 130]","[24, 43, 78]",3,0.6,25,25,40,100,"[3, 4, 6]"
5,"[3, 8, 26]",Lux,"['Redeemed', 'Mystic']","[600, 1080, 1944.0000000000002]","[40, 72, 130]","[24, 43, 78]",4,0.6,20,20,40,80,"[125, 180, 360]"
5,"[4, 11, 35]",Mordekaiser,"['Dragonslayer', 'Legionnaire']","[1000, 1800, 3240]","[130, 234, 421]","[65, 117, 211]",1,0.5,60,60,0,80,"[450, 600, 5000]"
5,"[3, 8, 26]",Morgana,"['Coven', 'Nightbringer', 'Mystic']","[850, 1530, 2754]","[45, 81, 146]","[27, 49, 88]",2,0.6,35,35,80,120,"[250, 300, 550]"
5,"[2, 5, 17]",Nautilus,"['Ironclad', 'Knight']","[750, 1350, 2430]","[80, 144, 259]","[44, 79, 142]",1,0.55,45,45,50,120,"[200, 300, 750]"
5,"[3, 8, 26]",Nidalee,"['Dawnbringer', 'Skirmisher']","[800, 1440, 2592]","[50, 90, 162]","[45, 81, 146]",3,0.9,35,35,0,60,"[200, 300, 600]"
5,"[3, 8, 26]",Nocturne,"['Revenant', 'Assassin']","[650, 1170, 2106]","[80, 144, 259]","[68, 122, 220]",1,0.85,30,30,0,0,"[90, 95, 100]"
5,"[3, 8, 26]",Nunu,"['Abomination', 'Brawler']","[900, 1620, 2916]","[65, 117, 211]","[36, 64, 116]",1,0.55,45,45,0,75,"[500, 750, 1800]"
5,"[3, 8, 26]",Pantheon,"['Dragonslayer', 'Skirmisher']","[800, 1440, 2592]","[70, 126, 227]","[53, 95, 170]",1,0.75,45,45,30,60,"[65, 65, 65]"
5,"[1, 3, 9]",Poppy,"['Hellion', 'Knight']","[600, 1080, 1944.0000000000002]","[80, 144, 259]","[44, 79, 142]",1,0.55,40,40,50,70,"[150, 250, 400]"
5,"[4, 11, 35]",Rell,"['Ironclad', 'Redeemed', 'Cavalier']","[950, 1710, 3078]","[70, 126, 227]","[42, 76, 136]",1,0.6,60,60,80,150,"[300, 450, 3000]"
5,"[3, 8, 26]",Riven,"['Dawnbringer', 'Legionnaire']","[850, 1530, 2754]","[85, 153, 275]","[68, 122, 220]",1,0.8,35,35,0,40,"[100, 200, 500]"
5,"[4, 11, 35]",Ryze,"['Abomination', 'Forgotten', 'Mystic']","[800, 1440, 2592]","[50, 90, 162]","[40, 72, 130]",3,0.8,30,30,20,50,"[200, 250, 800]"
5,"[2, 5, 17]",Sejuani,"['Nightbringer', 'Cavalier']","[750, 1350, 2430]","[65, 117, 211]","[36, 64, 116]",1,0.55,45,45,0,60,"[100, 150, 300]"
5,"[2, 5, 17]",Sett,"['Draconic', 'Brawler']","[750, 1350, 2430]","[70, 126, 227]","[49, 88, 159]",1,0.7,35,35,0,50,"[20, 25, 30]"
5,"[2, 5, 17]",Soraka,"['Dawnbringer', 'Renewer']","[550, 990, 1782.0000000000002]","[40, 72, 130]","[24, 43, 78]",3,0.6,25,25,30,70,"[150, 250, 400]"
5,"[2, 5, 17]",Syndra,"['Redeemed', 'Invoker']","[550, 990, 1782.0000000000002]","[40, 72, 130]","[26, 47, 85]",4,0.65,20,20,50,90,"[300, 400, 600]"
5,"[4, 11, 35]",Taric,"['Verdant', 'Knight']","[950, 1710, 3078]","[60, 108, 194]","[36, 65, 116]",1,0.6,60,60,120,200,"[500, 750, 5000]"
5,"[5, 14, 44]",Teemo,"['Hellion', 'Cruel', 'Invoker']","[800, 1440, 2592]","[65, 117, 211]","[52, 94, 169]",4,0.8,30,30,0,60,"[130, 160, 666]"
5,"[2, 5, 17]",Thresh,"['Forgotten', 'Knight']","[800, 1440, 2592]","[75, 135, 243]","[45, 81, 146]",2,0.6,40,40,40,80,"[200, 400, 1000]"
5,"[2, 5, 17]",Trundle,"['Dragonslayer', 'Skirmisher']","[700, 1260, 2268]","[65, 117, 211]","[52, 94, 169]",1,0.8,35,35,30,80,"[100, 130, 200]"
5,"[1, 3, 9]",Udyr,"['Draconic', 'Skirmisher']","[700, 1260, 2268]","[55, 99, 178]","[41, 74, 134]",1,0.75,30,30,30,40,"[250, 350, 550]"
5,"[2, 5, 17]",Varus,"['Redeemed', 'Ranger']","[550, 990, 1782.0000000000002]","[60, 108, 194]","[45, 81, 146]",4,0.75,20,20,0,60,"[40, 60, 90]"
5,"[1, 3, 9]",Vayne,"['Forgotten', 'Ranger']","[500, 900, 1620]","[30, 54, 97]","[24, 43, 78]",4,0.8,15,15,0,0,"[70, 100, 140]"
5,"[4, 11, 35]",Velkoz,"['Redeemed', 'Spellweaver']","[650, 1170, 2106]","[45, 81, 146]","[34, 61, 110]",4,0.75,25,25,0,80,"[900, 1150, 4000]"
5,"[5, 14, 44]",Viego,"['Forgotten', 'Assassin', 'Skirmisher']","[1000, 1800, 3240]","[70, 126, 227]","[70, 126, 227]",1,1.0,40,40,0,40,"[180, 300, 1500]"
5,"[2, 5, 17]",Viktor,"['Forgotten', 'Spellweaver']","[500, 900, 1620]","[45, 81, 146]","[29, 53, 95]",4,0.65,20,20,30,70,"[300, 500, 850]"
5,"[1, 3, 9]",Vladimir,"['Nightbringer', 'Renewer']","[650, 1170, 2106]","[45, 81, 146]","[29, 53, 95]",2,0.65,35,35,0,80,"[300, 420, 540]"
5,"[5, 14, 44]",Volibear,"['Revenant', 'Brawler']","[1100, 1980, 3564.0000000000005]","[80, 144, 259]","[52, 94, 168]",1,0.65,60,60,110,200,"[150, 300, 5000]"
5,"[1, 3, 9]",Warwick,"['Forgotten', 'Brawler']","[700, 1260, 2268]","[55, 99, 178]","[33, 59, 107]",1,0.6,40,40,60,100,"[200, 300, 450]"
5,"[3, 8, 26]",Yasuo,"['Nightbringer', 'Legionnaire']","[800, 1440, 2592]","[60, 108, 194]","[60, 108, 194]",1,1.0,35,35,0,40,"[250, 350, 650]"
5,"[1, 3, 9]",Ziggs,"['Hellion', 'Spellweaver']","[450, 810, 1458]","[40, 72, 130]","[30, 54, 98]",4,0.75,15,15,0,40,"[250, 375, 525]"
5,"[3, 8, 26]",Zyra,"['Draconic', 'Spellweaver']","[600, 1080, 1944.0000000000002]","[40, 72, 130]","[28, 50, 91]",4,0.7,20,20,40,100,"[200, 325, 650]"
6,"[5, 14, 44]",Akali,"['Syndicate', 'Assassin']","[850, 1530, 2754]","[70, 126, 227]","[63, 113, 204]",1,0.9,30,30,0,40,"[1, 275, 375, 2000]"
6,"[2, 5, 17]",Blitzcrank,"['Scrap', 'Bodyguard', 'Protector']","[650, 1170, 2106]","[65, 117, 211]","[33, 59, 106]",1,0.5,45,45,175,175,"[150, 300, 900]"
6,"[4, 11, 35]",Braum,"['Syndicate', 'Bodyguard']","[1100, 1980, 3564.0000000000005]","[70, 126, 227]","[42, 76, 136]",1,0.6,60,60,120,200,"[100, 200, 600]"
6,"[1, 3, 9]",Caitlyn,"['Enforcer', 'Sniper']","[500, 900, 1620]","[50, 90, 162]","[38, 68, 122]",5,0.75,15,15,0,110,"[800, 1400, 2000]"
6,"[1, 3, 9]",Camille,"['Clockwork', 'Challenger']","[700, 1260, 2268]","[50, 90, 162]","[30, 54, 97]",1,0.6,40,40,0,60,"[150, 200, 300]"
6,"[3, 8, 26]",ChoGath,"['Mutant', 'Colossus', 'Bruiser']","[1300, 2340, 4212]","[90, 162, 292]","[50, 89, 161]",1,0.55,50,50,100,165,"[900, 975, 1050]"
6,"[1, 3, 9]",Darius,"['Syndicate', 'Bodyguard']","[650, 1170, 2106]","[60, 108, 194]","[30, 54, 97]",1,0.5,40,40,70,120,"[200, 275, 350]"
6,"[4, 11, 35]",DrMundo,"['Chemtech', 'Mutant', 'Bruiser']","[1000, 1800, 3240]","[80, 144, 259]","[48, 86, 155]",1,0.6,50,50,75,150,"[25, 35, 100]"
6,"[3, 8, 26]",Ekko,"['Scrap', 'Assassin']","[650, 1170, 2106]","[50, 90, 162]","[40, 72, 130]",1,0.8,30,30,80,120,"[175, 225, 375]"
6,"[1, 3, 9]",Ezreal,"['Scrap', 'Innovator']","[500, 900, 1620]","[50, 90, 162]","[33, 59, 105]",4,0.65,15,15,0,40,"[25, 50, 100]"
6,"[4, 11, 35]",Fiora,"['Enforcer', 'Challenger']","[850, 1530, 2754]","[75, 135, 243]","[68, 122, 219]",1,0.9,40,40,60,140,"[60, 100, 300]"
